id,len1,len2,len3,len4,len5,len6,len7,len8,len9,len10,len11,len12,len13,len14,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14
akway,0,20,0,23,0,1,0,0,0,3,0,2,7,0,[],"['37759', '38622', '75564', '95157', '154263', '158881', '168570', '168957', '186146', '205802', '225153', '233641', '259127', '299008', '302598', '331394', '334617', '367875', '369229', '419555']",[],"['11551', '61124', '71719', '73221', '91666', '99709', '154263', '158881', '168570', '186146', '201655', '219506', '233641', '259127', '296732', '302598', '325386', '331394', '358326', '369229', '374958', '417056', '419555']",[],['189394'],[],[],[],"['295233', '348330', '355145']",[],"['219706', '315533']","['108', '63724', '161828', '254664', '299296', '370249', '386694']",[]
bighorse0,0,0,0,4,1,33,0,0,0,14,1,1,0,0,[],[],[],"['126513', '252158', '308402', '418381']",['269890'],"['8141', '56899', '58875', '67430', '67800', '79825', '93603', '97127', '97436', '97953', '104906', '108763', '117358', '117359', '118574', '127408', '135356', '146664', '146774', '147626', '147980', '149338', '161649', '180749', '184433', '185448', '185902', '190134', '198697', '227925', '249470', '336359', '356387']",[],[],[],"['29006', '76696', '94224', '105169', '138960', '158155', '161648', '175597', '181636', '199440', '225712', '319225', '328564', '351840']",['296264'],['195744'],[],[]
Robben,0,12,1,76,0,1,0,1,0,0,1,1,3,0,[],"['109469', '173453', '176075', '176976', '188778', '190878', '222835', '278887', '326871', '379951', '397749', '399526']",['114847'],"['1374', '2972', '8040', '8411', '10622', '11690', '29356', '35269', '58252', '65561', '68097', '75993', '93957', '98303', '102607', '104540', '107692', '108256', '112377', '113435', '113638', '114643', '116630', '118125', '133490', '137065', '157382', '158559', '162167', '164481', '172829', '176075', '191094', '222089', '225598', '237149', '240497', '257554', '260909', '261324', '262678', '302338', '305274', '316300', '318160', '327842', '335888', '341470', '349554', '357634', '360990', '368569', '372327', '372396', '372814', '378605', '385970', '392113', '395926', '397750', '397900', '399526', '399593', '401545', '401605', '402675', '411009', '411371', '414647', '414719', '414953', '417381', '418260', '418337', '420274', '421922']",[],['296833'],[],['82542'],[],[],['299203'],['299203'],"['166949', '239494', '262886']",[]
sd09090,0,3,0,7,0,0,0,2,0,0,0,0,2,0,[],"['270345', '350731', '353965']",[],"['243525', '264281', '274934', '282506', '310538', '349764', '350846']",[],[],[],"['57454', '225871']",[],[],[],[],"['110519', '306418']",[]
nnkj,0,7,0,17,0,2,0,7,0,5,1,4,1,0,[],"['59902', '95234', '102258', '103291', '334347', '363506', '395225']",[],"['59903', '60368', '80386', '155635', '198706', '238453', '286426', '337406', '353313', '356035', '357253', '363677', '379407', '395225', '395226', '396064', '405711']",[],"['318840', '319335']",[],"['47532', '65468', '225376', '317007', '406412', '411255', '413646']",[],"['104950', '184449', '189811', '238822', '332146']",['377670'],"['12377', '124816', '377670', '414483']",['191802'],[]
EggAcme,0,11,0,20,0,1,0,7,0,7,2,6,1,0,[],"['25664', '158896', '229138', '269703', '286640', '334000', '345290', '349303', '373621', '374687', '398105']",[],"['1033', '8081', '26853', '34498', '41329', '51455', '53226', '92106', '116615', '142226', '149307', '168004', '212871', '325855', '337928', '368611', '373621', '400442', '419247', '419811']",[],['346112'],[],"['112247', '223564', '302735', '330994', '367849', '367919', '401954']",[],"['45419', '96972', '288391', '292501', '364187', '366754', '367074']","['176003', '310981']","['4719', '134413', '176003', '230138', '286243', '310981']",['309225'],[]
bluenan,0,46,0,8,0,0,0,4,0,2,0,2,0,0,[],"['89772', '89832', '91018', '91647', '103601', '104059', '104243', '104612', '104614', '104617', '104621', '105945', '105953', '106865', '108678', '109987', '110580', '111123', '113651', '135383', '143948', '148524', '150448', '150473', '151978', '152005', '152545', '154106', '169100', '181020', '182411', '182933', '194782', '197134', '198387', '198853', '199453', '200869', '211681', '216257', '216542', '267101', '267361', '341357', '393501', '413329']",[],"['105254', '150178', '152005', '152387', '241258', '266919', '277748', '336694']",[],[],[],"['196563', '251606', '322372', '359470']",[],"['85964', '409823']",[],"['215987', '240770']",[],[]
rainfarmer,0,68,0,18,0,0,0,4,0,4,0,1,3,0,[],"['107725', '107983', '108374', '109358', '112337', '152446', '189067', '189818', '193026', '193907', '205763', '267544', '301341', '308251', '319343', '326501', '339677', '341699', '342137', '343605', '344690', '345485', '345486', '346098', '346251', '347113', '347963', '348399', '351547', '354905', '356122', '356124', '356440', '357106', '357488', '358595', '363528', '364033', '364546', '364613', '365369', '365621', '366005', '366562', '366829', '366830', '370833', '375840', '377687', '382175', '382176', '382807', '382953', '383197', '392353', '392445', '394389', '394896', '395130', '396318', '396319', '399018', '399743', '407454', '409837', '410738', '413333', '415802']",[],"['83643', '114020', '154735', '154736', '311599', '356124', '357106', '363528', '364240', '364613', '365621', '366562', '394389', '394896', '395130', '400756', '409837', '415802']",[],[],[],"['151937', '189818', '202195', '370722']",[],"['78809', '202195', '394302', '415856']",[],['113132'],"['157039', '327567', '393597']",[]
yuxds,0,1,0,2,1,0,0,0,0,2,0,0,1,0,[],['183363'],[],"['64527', '308911']",['34972'],[],[],[],[],"['199312', '318686']",[],[],['236879'],[]
andy8105,0,66,0,29,0,0,0,23,0,3,0,3,7,0,[],"['32686', '33015', '62597', '65168', '69660', '106368', '111959', '137816', '140679', '141036', '153097', '158245', '158871', '159742', '171641', '174611', '187483', '190711', '192877', '193984', '194243', '194244', '194326', '194327', '194812', '195276', '196198', '196875', '197039', '199334', '199800', '201416', '202520', '205034', '205854', '222045', '223433', '224226', '224957', '224958', '225290', '229073', '229076', '250337', '251208', '251212', '251213', '251214', '251218', '251219', '272345', '288997', '294641', '307047', '308696', '333516', '341280', '341722', '362481', '362510', '365123', '379136', '381146', '402166', '402574', '419574']",[],"['12482', '32738', '97369', '115860', '194865', '205852', '205854', '206532', '207480', '225992', '227480', '237946', '272345', '279642', '279767', '282046', '309804', '345918', '364393', '379253', '382322', '384337', '384338', '387100', '387607', '411448', '414508', '421252', '421278']",[],[],[],"['12005', '23656', '34371', '37152', '68946', '76083', '86747', '97490', '127401', '183376', '204744', '237023', '278754', '281802', '286307', '290491', '306157', '333733', '335741', '350836', '369438', '401828', '414708']",[],"['12005', '186827', '349814']",[],"['153530', '194327', '199800']","['177554', '183387', '183388', '200713', '239403', '329822', '401398']",[]
silentence,0,6,0,30,0,0,0,2,0,1,0,0,1,0,[],"['199497', '205758', '223517', '312624', '347102', '373969']",[],"['2858', '8755', '56615', '72179', '72632', '73258', '90930', '91463', '108418', '151932', '179299', '206238', '212885', '242219', '246731', '247758', '250764', '251088', '273552', '296194', '301722', '302434', '308619', '332156', '340331', '358860', '389679', '390111', '394684', '403969']",[],[],[],"['71154', '340332']",[],['220065'],[],[],['63226'],[]
yun0112,0,1,0,16,0,0,0,2,0,0,0,0,0,0,[],['5207'],[],"['86247', '88606', '94634', '141895', '144047', '179736', '248240', '265341', '303091', '322994', '330257', '333869', '384332', '418630', '419833', '420857']",[],[],[],"['122892', '188413']",[],[],[],[],[],[]
kterry01,0,7,0,50,0,0,0,0,0,2,0,3,2,0,[],"['24061', '84044', '94071', '97140', '124623', '154245', '387867']",[],"['14849', '24061', '29570', '48148', '74370', '79908', '84044', '87159', '93367', '100433', '115818', '119819', '121256', '124623', '130590', '131609', '133823', '135548', '154245', '178229', '191012', '195898', '201081', '219954', '220662', '226878', '230643', '240342', '248040', '251899', '252108', '254996', '255433', '256680', '291994', '295585', '295718', '296291', '296439', '300945', '301528', '303623', '305827', '313161', '348004', '365687', '396797', '404906', '405076', '417548']",[],[],[],[],[],"['79918', '108944']",[],"['108939', '279809', '285563']","['135551', '262947']",[]
saiyuki1412,0,4,0,11,1,2,0,0,0,4,0,0,9,0,[],"['166212', '325885', '337429', '381893']",[],"['11527', '128051', '133522', '147954', '160029', '173840', '399815', '417004', '419471', '419762', '420219']",['175003'],"['98581', '149779']",[],[],[],"['95893', '126876', '149439', '170627']",[],[],"['112129', '128457', '128458', '171429', '193880', '221689', '286141', '382950', '413781']",[]
takeda3234,0,2,0,7,1,0,0,2,0,1,1,1,12,0,[],"['288150', '311912']",[],"['164360', '317099', '370469', '370908', '372513', '381689', '387363']",['3340'],[],[],"['274478', '404188']",[],['157058'],['409004'],['409004'],"['89291', '281899', '286309', '307071', '319672', '335516', '335590', '336931', '338078', '377661', '403683', '410188']",[]
chungrew,0,4,1,7,0,0,0,0,0,0,1,1,3,0,[],"['58015', '158308', '295207', '302748']",['317755'],"['53523', '60414', '172697', '260357', '271321', '302507', '408411']",[],[],[],[],[],[],['280049'],['368367'],"['58601', '129356', '363909']",[]
RodrigueZ810,0,23,1,25,0,3,0,0,0,10,0,1,6,0,[],"['53681', '95388', '117072', '124325', '139876', '140578', '140605', '167155', '168878', '174665', '177255', '191205', '198123', '200924', '250666', '295520', '342291', '370976', '377117', '377658', '396305', '416586', '420063']",['185649'],"['57213', '160918', '235875', '240620', '250666', '270761', '270979', '271994', '286827', '288443', '295733', '304243', '321336', '361848', '369589', '371137', '379262', '403236', '415462', '417818', '419238', '419560', '420188', '420261', '420822']",[],"['103252', '180623', '288407']",[],[],[],"['140210', '157816', '221093', '224983', '241972', '245077', '245294', '266267', '286996', '372818']",[],['379142'],"['86471', '252390', '262865', '288408', '315569', '422238']",[]
kenshin333,0,57,0,18,0,0,0,1,0,2,0,3,10,0,[],"['10847', '31594', '85388', '90769', '99978', '101732', '105859', '109330', '109331', '109333', '109336', '109341', '111342', '113157', '113776', '134557', '148720', '157156', '157416', '157510', '157821', '158105', '160754', '161777', '173313', '173498', '173652', '176012', '193260', '193619', '204511', '205325', '205929', '214574', '215958', '220528', '223447', '223862', '224465', '225634', '241661', '287078', '288056', '289492', '292030', '298395', '317103', '365843', '374782', '382618', '405954', '406525', '406526', '408797', '408806', '416633', '420105']",[],"['32211', '99978', '110857', '113157', '134557', '156101', '157416', '157821', '158105', '160249', '160754', '161777', '194037', '204511', '205325', '205929', '220528', '223862']",[],[],[],['329586'],[],"['224810', '374782']",[],"['193274', '204673', '213127']","['8915', '159657', '170707', '239570', '263729', '289964', '338172', '410172', '413815', '416547']",[]
a1122334424,0,11,0,4,0,1,0,2,0,0,1,4,4,0,[],"['90103', '92307', '101403', '127119', '136327', '140452', '155007', '215938', '362441', '372047', '380439']",[],"['92307', '261519', '321419', '361397']",[],['98143'],[],"['70399', '149011']",[],[],['85722'],"['69647', '85722', '360587', '381594']","['112107', '192926', '193251', '215570']",[]
zeuswell,0,4,0,6,1,1,0,0,0,4,0,0,4,0,[],"['179871', '250308', '327170', '366551']",[],"['164700', '279110', '292355', '295714', '328607', '413777']",['304035'],['369294'],[],[],[],"['129212', '293980', '375852', '402184']",[],[],"['96552', '280512', '288356', '362195']",[]
sfh20230,0,8,0,11,0,6,0,0,0,2,0,1,1,0,[],"['172215', '183562', '185213', '187620', '226550', '333179', '342908', '346481']",[],"['24741', '225569', '280784', '313444', '333179', '368448', '387587', '389113', '390027', '413133', '422972']",[],"['22129', '182000', '182753', '242165', '296556', '399865']",[],[],[],"['219379', '224619']",[],['24402'],['222823'],[]
ssiou,0,2,1,60,0,0,0,3,0,0,0,1,0,0,[],"['223168', '291005']",['341607'],"['20584', '21714', '31415', '44097', '53401', '56489', '61234', '76298', '85703', '90484', '94245', '116628', '118762', '119985', '120776', '138062', '138540', '140119', '140263', '200030', '223168', '227358', '240209', '248599', '257128', '257160', '260503', '262478', '265907', '265921', '271599', '271913', '273986', '274397', '275018', '277618', '283528', '284180', '284643', '285029', '285209', '285210', '285378', '286660', '289519', '309939', '310051', '318141', '324848', '329866', '336180', '347985', '348186', '348617', '348926', '356745', '373157', '394254', '397036', '407170']",[],[],[],"['18747', '169553', '336112']",[],[],[],['363094'],[],[]
kevin05233,0,2,0,24,1,8,0,2,0,5,0,0,3,0,[],"['332476', '410862']",[],"['20063', '38052', '38853', '83493', '107386', '107765', '109959', '126322', '154140', '161040', '185452', '197485', '214643', '216755', '259108', '260791', '316001', '318701', '320285', '332476', '405825', '407105', '407106', '408341']",['260028'],"['7644', '33010', '71532', '97756', '126907', '128252', '154140', '407105']",[],"['114545', '374562']",[],"['76035', '117081', '224719', '237738', '285140']",[],[],"['244371', '298417', '298418']",[]
DFTT,0,12,1,24,0,1,0,1,0,4,1,4,2,0,[],"['43268', '85615', '99067', '149103', '154253', '180245', '183090', '216685', '217365', '222881', '290162', '344927']",['252691'],"['59549', '63960', '75480', '85615', '133455', '154253', '165797', '197271', '197273', '198574', '212801', '213170', '216685', '217365', '226424', '228479', '252288', '253084', '318178', '358930', '373689', '397316', '397571', '397572']",[],['128069'],[],['214756'],[],"['55851', '215794', '224954', '226171']",['149103'],"['21730', '213899', '259685', '396574']","['59474', '165009']",[]
iamsocool,0,0,0,1,0,1,0,0,0,5,0,0,6,0,[],[],[],['97396'],[],['137373'],[],[],[],"['67086', '76050', '94868', '110516', '342255']",[],[],"['56971', '70596', '299938', '369693', '382610', '422245']",[]
AWhopaWhoA,0,18,0,0,0,0,0,0,0,0,0,0,10,0,[],"['101798', '102573', '102796', '102826', '102958', '103233', '108058', '108139', '109198', '194428', '292482', '301855', '306131', '336529', '336958', '356090', '373081', '380848']",[],[],[],[],[],[],[],[],[],[],"['36003', '57045', '161418', '195017', '290044', '321321', '343909', '373084', '377403', '410186']",[]
DreamYeh,0,5,0,11,2,0,0,1,0,2,0,0,0,0,[],"['220377', '325807', '326385', '326467', '334981']",[],"['8540', '63194', '96522', '102811', '186150', '217342', '279597', '297944', '323031', '323565', '411053']","['10630', '200255']",[],[],['284305'],[],"['23024', '316557']",[],[],[],[]
PunkGrass,0,2,0,5,0,0,0,2,0,4,0,0,20,0,[],"['81597', '223397']",[],"['148852', '167989', '205959', '235242', '273239']",[],[],[],"['56961', '78952']",[],"['12010', '98587', '144399', '329791']",[],[],"['32909', '33508', '54480', '61379', '82151', '85370', '89518', '89726', '91428', '96561', '109121', '111012', '152587', '159461', '159753', '167003', '213337', '219932', '220539', '222434']",[]
magines,0,4,0,5,0,0,0,0,0,8,0,1,16,0,[],"['115511', '129771', '180012', '208482']",[],"['116659', '178178', '181423', '181644', '209167']",[],[],[],[],[],"['93821', '148539', '159663', '162645', '166881', '195496', '214727', '283389']",[],['195766'],"['127386', '128547', '129368', '129445', '130346', '130347', '134178', '136211', '136691', '138425', '180234', '191701', '195324', '231303', '266285', '266482']",[]
Arthurseed,0,5,0,47,0,0,0,0,0,4,1,1,0,0,[],"['137312', '169347', '279857', '347962', '348152']",[],"['9810', '10929', '11724', '18575', '39154', '50020', '108642', '137312', '185401', '185954', '186193', '230388', '249434', '255180', '261329', '262050', '264738', '265338', '267777', '267922', '272188', '274423', '275181', '282198', '282643', '286662', '306732', '324949', '325832', '356008', '356489', '356522', '387496', '389033', '389925', '394167', '394609', '401904', '403149', '411989', '415107', '415109', '416423', '416997', '418487', '421921', '422549']",[],[],[],[],[],"['98594', '267778', '296625', '346149']",['228133'],['228133'],[],[]
cores,0,3,0,5,0,1,0,2,0,13,1,1,1,0,[],"['141489', '195264', '407358']",[],"['180319', '195230', '236375', '258749', '359332']",[],['238512'],[],"['250665', '410499']",[],"['148053', '166953', '216297', '234597', '240008', '243920', '258650', '277436', '299774', '330598', '374603', '380379', '380640']",['394585'],['394585'],['360561'],[]
tigerzz3,0,6,0,14,0,1,0,3,0,1,1,2,1,0,[],"['26490', '109412', '188165', '312162', '331475', '394023']",[],"['26490', '99949', '105083', '161537', '261845', '306453', '312162', '332610', '349300', '351148', '382528', '394023', '396138', '421810']",[],['188851'],[],"['241262', '307888', '367930']",[],['202565'],['26687'],"['26687', '367930']",['329817'],[]
allen0080,0,0,10,28,0,0,0,1,0,1,0,0,1,0,[],[],"['119694', '138241', '138885', '185454', '248364', '250565', '259706', '262177', '289711', '355915']","['24234', '49310', '65692', '67806', '97967', '110390', '114033', '184569', '185819', '196017', '233502', '274026', '278065', '279176', '297659', '303587', '316283', '321564', '328542', '345885', '347970', '380208', '408090', '409721', '411515', '412246', '412310', '412443']",[],[],[],['17350'],[],['413005'],[],[],['286039'],[]
castalchen,0,0,0,17,0,0,0,1,0,22,0,0,0,0,[],[],[],"['8649', '47924', '49476', '73179', '77487', '99599', '227495', '231142', '257563', '266568', '275183', '290415', '313025', '377386', '386826', '386827', '404713']",[],[],[],['413850'],[],"['2733', '57038', '67275', '72140', '72296', '72412', '94881', '108815', '108905', '109273', '110892', '117252', '118704', '120498', '155531', '202826', '281944', '290246', '290392', '391311', '391314', '392755']",[],[],[],[]
ARCHER2234,0,23,7,7,0,1,0,1,0,5,0,13,0,0,[],"['94040', '99585', '99813', '101536', '103491', '116435', '130601', '134516', '136274', '140998', '170730', '173851', '188601', '189372', '190889', '205487', '221713', '222107', '276186', '309970', '329458', '385921', '388066']","['219598', '282246', '297695', '337343', '362293', '363133', '388127']","['116435', '197657', '205487', '276186', '297791', '301699', '386179']",[],['276357'],[],['153146'],[],"['120150', '174200', '174277', '316493', '349857']",[],"['91380', '104536', '105222', '111944', '125047', '127315', '128436', '135278', '135279', '165624', '377931', '388708', '417105']",[],[]
starwish00,0,2,0,63,0,0,0,3,0,0,0,1,2,0,[],"['319119', '369393']",[],"['105016', '107304', '107393', '108544', '109657', '111849', '113127', '114024', '114220', '119780', '120172', '131351', '131901', '134051', '168260', '173849', '217773', '236701', '240902', '251123', '252705', '254545', '257079', '258190', '260727', '261333', '261346', '266936', '269852', '270618', '284997', '286118', '286934', '286990', '292919', '293892', '294072', '296318', '297570', '310724', '319324', '320883', '323223', '325183', '325606', '325731', '329599', '335454', '336327', '336609', '336893', '337822', '343225', '366510', '370349', '375308', '385396', '386055', '391935', '392590', '393668', '394654', '396431']",[],[],[],"['126803', '215880', '385176']",[],[],[],['242720'],"['299663', '367522']",[]
good9717025,0,34,0,60,0,0,0,3,0,0,0,1,0,0,[],"['83474', '85626', '91072', '93837', '95204', '97144', '97844', '106593', '114219', '114606', '117103', '135281', '136257', '140307', '140822', '140944', '153659', '155382', '157463', '159052', '159150', '161143', '167556', '168006', '168578', '189396', '192878', '193630', '194039', '200527', '200978', '217361', '253093', '272336']",[],"['92908', '95204', '96316', '97144', '97941', '107298', '109032', '113979', '120793', '121641', '126950', '128751', '134040', '140417', '151005', '160307', '165873', '168578', '170539', '181578', '185946', '186133', '186345', '187695', '191326', '192878', '193043', '196086', '198545', '200318', '200361', '200527', '200978', '201670', '203635', '205658', '206546', '206953', '215266', '217361', '243061', '253093', '260451', '271970', '272336', '273032', '273508', '275428', '275794', '298773', '303039', '303528', '303705', '310197', '323564', '325839', '351695', '358881', '358971', '361448']",[],[],[],"['220750', '221740', '407411']",[],[],[],['87887'],[],[]
